"","x"
"ILMN_1657248",6.52646677986608e+23
"ILMN_1659893",5.03793564800943
"ILMN_1661178",86085513620668832
"ILMN_1669927",35.5289365551623
"ILMN_1726043",25.3767586881767
"ILMN_1772351",8.26238569993492
"ILMN_1793537",21.2224122457045
"ILMN_1844323",49.8310668050264
